ssn,nif,nome,telefone,morada,data_nasc
95965853637,966258083,Gertrudes França,980840855,R D OFELIA MARTINS LOTE 1º ESQ 2580-407 - VENTOSA ALQ,1950-8-20
46799319484,106470203,Gerard Vicente,941734009,CSL GAMA BR 18 LOTE 2º DTO 2630-315 - ARRUDA DOS VINHOS,1984-5-2
51898459483,398175219,Amélia Noronha,912331371,LG D ANA LOTE 2º DTO 2580-405 - VENTOSA ALQ,2001-3-21
54079192172,585397929,Pedro Pimenta,944035333,R CAMINHO DA FONTE LOTE 3º ESQ 2580-022 - ABRIGADA,1926-12-13
39132129294,716177042,Severino Gama,961229821,R CARLOS SELVAGEM B LOTE 3º DTO 2650-459 - AMADORA,1987-5-22
12016873898,282481850,Edmundo Filomeno,961848352,AV GEN HUMBERTO DELGADO LOTE 3º DTO 2700-418 - AMADORA,1926-9-28
80053662588,762267255,Guiomar Conceição,968185739,R LUIS DE CAMOES LOTE 1º DTO 2700-535 - AMADORA,2013-6-23
17665556577,251602677,Calisto Nicolau,986951077,CM 1136 LOTE 3º ESQ 2580-358 - ALENQUER,2003-6-28
53297482844,463499596,Silvana Veiga,958591684,R DAVID MOURAO-FERREIRA LOTE 1º ESQ 2650-050 - AMADORA,1946-9-19
96757942456,483109338,Amélia PachecoPereira,977600454,CSL FETEIRA LOTE 3º ESQ 2580-439 - VILA VERDE DOS FRANCOS,1962-3-21
74036918503,889192735,Amália Saldanha,975014853,R TRES MORADORES LOTE 2º DTO 2580-408 - VENTOSA ALQ,1996-12-12
11579136684,305300826,Felícia Bettencourt,945637320,R ANTÓNIO CORREIA BAHAREM LOTE 3º DTO 2580-468 - CARREGADO,1954-8-13
17852564990,833033360,Domingos Campos,974046320,R ANTERO QUENTAL LOTE 3º ESQ 2700-060 - AMADORA,1920-8-16
55595470633,165145890,Maria Aquino,931347090,CSL NOVO URJAL LOTE 1º DTO 2630-443 - CARDOSAS,1995-10-1
30658111279,535564121,Bernardim Menezes,923340936,R CONS PEQUITO LOTE 1º DTO 2700-211 - AMADORA,2022-1-16
82375020311,161782930,Hermínia Sarmento,954047408,PTO COELHOS LOTE 1º DTO 2580-407 - VENTOSA ALQ,1961-8-9
96791790862,504821608,Rosaura Goulart,927208986,LG FAIA LOTE 3º ESQ 2580-245 - ABRIGADA,1936-10-28
58338563033,541518133,Virgília Goes,917202264,BC FALCÃO LOTE 3º DTO 2630-113 - ARRUDA DOS VINHOS,1981-3-10
82085277726,431217197,Pandora Filomeno,918319971,R SAUDADE LOTE 3º DTO 2580-579 - ALENQUER,1983-6-5
39287796778,646136127,Marcelino Pascoal,944399168,URB CASAL DE SANTO ANTÓNIO LOTE 3º DTO 2580-539 - ALENQUER,1954-6-4
75907576526,547915025,Olegário Franco,961592083,R ADEGAS LOTE 1º DTO 2580-108 - ALDEIA GAVINHA,1993-8-9
38801097686,936427852,Roberto Esteves,984960215,PCT DIU LOTE 2º ESQ 2700-241 - AMADORA,1996-4-23
60809597440,586064080,Leonel Guardado,919506296,BC COSTA LOTE RC 2630-072 - ARRANHÓ,1920-9-5
61782071065,444430028,Eduarda Jussim,969086986,R AGUA RUCA LOTE 2º DTO 2630-211 - ARRUDA DOS VINHOS,1979-2-13
18708801530,519650372,Patrício Duarte4,963616503,R D MARIA II LOTE 2º DTO 2580-181 - MECA,2002-3-22
20342432831,734345148,Martim Capela,920208340,R GONCALVES CRESPO LOTE 2º ESQ 2650-241 - AMADORA,1972-3-1
55681590071,899223654,Florinda Santos,949058737,CSL JUNTO LOTE 3º ESQ 2580-377 - ALENQUER,1961-2-23
27071107076,381415330,Everaldo Eanes,977184631,CSL PROFESSOR LOTE 2º ESQ 2580-131 - CADAFAIS,2003-4-9
35426558106,569896386,Martim Barreiros,951551744,R ALEXANDRE HERCULANO LOTE 1º DTO 2700-032 - AMADORA,1997-2-26
83336621830,886504165,Alfonso Sales,956718420,BC ESCADINHAS LOTE 3º ESQ 2580-088 - ALDEIA GALEGA DA MERCEANA,1947-10-14
17105370286,180571460,Marta Bento4,940818713,R 7 JULHO LOTE RC 2610-198 - AMADORA,1961-10-16
40814909992,976779410,Alice Ruivo,948009512,R D JOÃO II LOTE 2º ESQ 2580-557 - RIBAFRIA,1924-6-13
21929931732,865617671,Abel Chao,984474683,R ULMARINHO LOTE 3º DTO 2580-084 - ALDEIA GALEGA DA MERCEANA,1925-7-17
40862852350,821139125,Sandro Bulhões,941256017,AV GEN HUMBERTO DELGADO LOTE 3º ESQ 2700-421 - AMADORA,1970-8-14
90063136196,740788655,Eusébio Neves,927400152,R QUINTA DE VALVERDE LOTE 1º DTO 2580-259 - PEREIRO DE PALHACANA,1957-2-22
89201300380,560509349,Joaquina Reis,912354981,TV COPA LOTE 2º DTO 2580-103 - ALDEIA GAVINHA,1946-6-23
22275564928,178518045,Maria Santiago,915472659,AV CANTO E CASTRO LOTE 2º DTO 2720-254 - AMADORA,1925-10-10
86653522961,694023037,Petronio Caeiro,986340180,R D FLORIPES DE ALMEIDA LOTE 2º DTO 2580-362 - ALENQUER,1957-3-28
24962271491,301514741,Aguinaldo Cavaleiro,958090870,R ANTÓNIO BOTTO LOTE 1º ESQ 2650-387 - AMADORA,1981-7-5
19006242636,858564855,Baltasar Henriques,980613800,R S CLEMENTE LOTE 1º DTO 2650-113 - AMADORA,1981-9-25
69528542164,261116523,David Lobo,917476576,CSL CAPELA LOTE 3º DTO 2630-306 - ARRUDA DOS VINHOS,1937-3-18
29261525445,645760336,Balduíno Duarte4,955317906,R S JOÃO LOTE RC 2580-085 - ALDEIA GALEGA DA MERCEANA,1963-12-23
49190705175,142345604,Gilberto Marins,924663836,R OLIVEIRAS LOTE 1º ESQ 2580-160 - ABRIGADA,1955-11-24
69972875649,892380104,Marília Falcao,910871226,R S TOMAS DE AQUINO ANEXO LOTE 2º DTO 2650-103 - AMADORA,1924-12-4
30090185444,621702238,Vasco GomesdaRocha,939361435,TV DA LIBERDADE LOTE 1º ESQ 2700-998 - AMADORA,1944-8-8
36385215957,414937292,Jacinta Caetano,985056664,R ESTREITA LOTE RC 2580-171 - MECA,1942-4-26
44687847972,623802876,Leila Rodrigues,940897456,R CAMPO COMPRIDO LOTE 1º ESQ 2630-566 - SANTIAGO DOS VELHOS,1933-7-16
85610811447,771167416,Pedro Gonçalves,952488016,R CAPELA LOTE 2º ESQ 2580-440 - VILA VERDE DOS FRANCOS,1971-8-11
64835635459,706149088,Severino Freire,975026882,R BERNARDO SANTARENO LOTE 1º ESQ 2650-368 - AMADORA,1936-5-26
82240609665,339572814,Donata Gouveia,985463452,TV S JOÃO LOTE 3º DTO 2700-757 - AMADORA,1980-11-3
14965621742,688047006,Fábio Cabral,972714064,TV VÁRZEA LOTE 3º DTO 2580-344 - ALENQUER,1951-1-17
70652637719,561454810,Tadeu Paiva,932566771,CSL SARRA QTA DAS BOA AGUA LOTE 1º DTO 2580-477 - CARREGADO,1986-2-11
42065686299,985531623,Cecilio Carmona,968871298,R 9 DE ABRIL LOTE RC 2630-580 - SANTIAGO DOS VELHOS,1930-7-8
68651712195,354253686,Orlando Teles,929785743,R CESARIO LOTE 1º ESQ 2580-152 - CARNOTA,1944-3-11
71309371276,362532095,Francisca Cortes,957758893,R NEUDEL LOTE 3º ESQ 2720-415 - AMADORA,1948-7-23
93916117766,480316962,Nádia Guardado,984141281,TV 27 DE JUNHO 1977 LOTE 1º ESQ 2580-134 - CADAFAIS,1920-8-7
13172169009,524590843,Domingos Santiago,926128456,R DR MARCELINO MESQUITA LOTE 3º ESQ 2700-297 - AMADORA,1973-11-16
91974915543,831693909,Samuel Valentim,967824216,BC S BENEDITO A LOTE 1º ESQ 2580-395 - ALENQUER,1955-6-17
73573208638,710483053,Prímio Viveiros,944499682,PCT MARIO AZEVEDO GOMES LOTE 1º ESQ 2720-368 - AMADORA,2021-7-9
10485084716,315617008,Irina Coentrão,974044823,CSL JUNCO LOTE 3º DTO 2580-377 - ALENQUER,1949-10-21
71569429421,320906428,GianFrancesco DelRosario,986361561,R S JOÃO LOTE 2º ESQ 2630-072 - ARRANHÓ,1984-4-12
60227917524,680706703,Herculano Rangel,924247515,R HERÓIS DE DADRA LOTE 1º DTO 2720-274 - AMADORA,1956-12-8
98212450411,436479270,Antão Henriques,972629947,CSL LAMEIRAS LOTE RC 2580-354 - ALENQUER,1928-5-1
68605767554,171404865,Hélio Vidal,936641774,AV CEUTA LOTE 2º ESQ 2700-190 - AMADORA,1966-5-14
42690894867,663598221,Vanésa Homem,937565642,QTA VALE FIGUEIRAS LOTE 3º ESQ 2580-384 - ALENQUER,1973-1-10
36974754096,405899173,Reinaldo Vila,933432285,PCT PEDRO IVO LOTE 1º DTO 2700-652 - AMADORA,2009-9-26
54743119115,174855552,Renato Costa,989146067,R CASTELO LOTE RC 2580-134 - CADAFAIS,1982-5-4
45081957685,668498557,Carina Quaresma,978655621,CSL CHAPA LOTE 1º ESQ 2630-407 - CARDOSAS,1995-9-15
58234939601,304276272,Máxima Cutileiro,925332674,CSL GALEGAS LOTE 1º DTO 2630-412 - CARDOSAS,1925-8-1
54659529263,239671692,Iva Costa,960977831,AV SANTOS MATOS LOTE 3º ESQ 2700-747 - AMADORA,1960-9-15
44638175219,118442975,Irene Eanes,987954152,R ALEM LOTE 3º DTO 2580-186 - ABRIGADA,1949-10-6
95972431948,495706721,Guilherme Queiros,938337033,R BATALHEIRO LOTE 2º DTO 2580-061 - ALENQUER,1969-2-27
99521628229,455139915,Olga Mesquita,938924925,ESTR ZAMBUJAL LOTE 2º ESQ 2610-190 - AMADORA,1954-12-7
38848885494,397283945,Daniel Graciano,928690682,CSL CASALINHO LOTE RC 2580-134 - CADAFAIS,1960-12-19
73261490662,470659478,Joaquim Branco,951710961,LG PERO DA PACIENCIA LOTE 2º ESQ 2580-134 - CADAFAIS,1952-11-8
53946754013,403539502,Felismina Guimarães,965791373,R CEREEIRO LOTE 2º DTO 2630-378 - ARRUDA DOS VINHOS,1948-10-11
89386196420,367377165,Ema Peres,972726829,LG LAGES LOTE 2º ESQ 2580-442 - VILA VERDE DOS FRANCOS,2006-7-23
76153422746,941411464,Danilo Saldanha,973161725,R ATLETAS LOTE RC 2580-347 - ALENQUER,1937-3-23
72803473836,833968492,Odília Serrao,923059520,CSL GAMA LOTE 3º ESQ 2630-315 - ARRUDA DOS VINHOS,1947-1-13
31559234791,632956349,Pascoal Chaves,917787503,CSL PORTO DA RIBEIRA LOTE RC 2580-154 - CARNOTA,1983-5-20
42645259909,764493409,Fátima Sobral,945116568,R DR ANTÓNIO JOSÉ DE ALMEIDA LOTE 2º DTO 2700-269 - AMADORA,1960-5-2
33754658256,600030417,Rivelino Cabral,918821416,QUINTINHA AVOS LOTE 1º ESQ 2630-355 - ARRUDA DOS VINHOS,2008-11-9
27689737182,566822183,Belém Moreira,923818968,R OUTEIRO LOTE 3º ESQ 2700-630 - AMADORA,1945-7-11
87646945313,716653224,Narciso Caldeira,938918354,R LUISA TODY LOTE 2º ESQ 2650-195 - AMADORA,1923-9-18
28979816944,922418454,Manuel Magalhães,920110748,R LIRIOS LOTE 2º ESQ 2650-199 - AMADORA,1993-11-7
56943952860,872642899,Joel Domingues,988454213,R PALMEIRA LOTE 3º DTO 2610-231 - AMADORA,1971-1-21
79228874621,402191805,Custódia Barbosa,978663849,BC FIDALGOS LOTE RC 2630-197 - ARRUDA DOS VINHOS,1934-4-12
35705925512,887860496,Mariana Salgado,934813019,ESTR CARVALHAL LOTE RC 2580-083 - ALDEIA GALEGA DA MERCEANA,1981-2-1
58397438899,516512588,Felício Neves,947041942,R COUTADA LOTE 2º DTO 2580-253 - PEREIRO DE PALHACANA,2020-2-6
44624211594,475581967,Amanda Amaral,979245273,PTO CORINA LOTE 1º ESQ 2580-528 - ALENQUER,1964-1-26
61694607063,647484615,Giorgio Galaz,953232635,R 13 DE MAIO LOTE 3º ESQ 2580-511 - CARREGADO,1997-3-4
69158133584,424019005,Martinho Gomes,910923263,R FR JOÃO DE NOSSA SENHORA LOTE 1º ESQ 2580-106 - ALDEIA GAVINHA,2018-5-24
66279306907,832713352,Ramira DelRosario,979042589,CSL CARRICA LOTE 3º DTO 2580-442 - VILA VERDE DOS FRANCOS,2019-9-24
68558771267,653554184,Hélio Barbosa,934107124,R ARINTO LOTE 2º ESQ 2580-149 - CARNOTA,2011-8-24
49313882110,726635301,Natividade Palma,976371512,TV JOGO LOTE 1º ESQ 2630-011 - ARRANHÓ,1939-2-7
27613823885,305428567,Hilário Zeferino,983073705,CSL LINHOU LOTE 2º DTO 2630-124 - ARRUDA DOS VINHOS,1949-6-8
29866420068,298360801,Rafael Carneiro,981337391,PCT CONDE DE ARNOSO LOTE 1º ESQ 2610-043 - AMADORA,1955-4-24
49735859927,110225966,Laila Feliciano,940993039,R LAGAR VELHO LOTE 2º DTO 2580-122 - CABANAS DE TORRES,1949-1-9
13449313671,359436243,Feliciana Moreira,987053512,R PIZAO LOTE 3º DTO 2630-011 - ARRANHÓ,1928-10-14
49863905507,128949225,Trajano Marto,956020182,CSL LAFOES LOTE 3º ESQ 2580-557 - RIBAFRIA,1938-5-8
44242431458,340805921,Daniela Queiros,986713727,R JULIO DANTAS LOTE RC 2700-508 - AMADORA,1952-2-2
29704825537,779643095,Mónica Vieira,969911007,CSL MATA LOTE 2º DTO 2630-300 - ARRUDA DOS VINHOS,1991-11-8
68227167257,483549949,Guiomar Marto,934570607,TV S JOSE LOTE RC 2580-555 - RIBAFRIA,1931-10-22
35851052835,177264727,Lilian Matos,958753382,R AMENDOEIRA LOTE 3º DTO 2630-538 - SANTIAGO DOS VELHOS,1926-1-17
33301454620,943435467,Custódia DelaPeña,915915413,R HUMBERTO DELGADO LOTE 2º DTO 2580-432 - VILA VERDE DOS FRANCOS,1971-3-10
38370094312,564721844,Olívia Bento4,945231440,R SABROSAS QTA DAS SABROSAS LOTE 1º DTO 2580-118 - ABRIGADA,1972-7-12
67756705532,426032477,Filomena DeJesus,927266837,EN 115 2 LOTE 1º DTO 2580-442 - VILA VERDE DOS FRANCOS,1921-1-6
29429772375,936308759,Aloísio Antunes,978572679,R BAIRRADAS LOTE 1º ESQ 2580-189 - ABRIGADA,1969-8-21
73087462010,379648586,Ivone Fidalgo,961807890,TV REBOLEIRA LOTE 2º ESQ 2700-708 - AMADORA,1967-7-3
95321152673,802736706,Adelina Camacho,984026982,ESTR CASAL DO TELHEIRO LOTE 2º ESQ 2630-321 - ARRUDA DOS VINHOS,2021-12-6
61679502335,788582431,Heitor DoRosário,913861399,LG TALHO LOTE RC 2580-122 - CABANAS DE TORRES,1967-1-1
37693793883,101692621,Flávia Goes,914516327,TV GRACIANO FRANCO MONTEIRO LOTE 3º ESQ 2580-387 - ALENQUER,2004-8-11
17712062155,992121273,Álvaro Passos,974866548,R ATLETAS QTA DAS NOGUEIRAS LOTE 2º ESQ 2580-347 - ALENQUER,2008-1-9
17746622899,444558728,Rogério Carreira,988499743,R PEDROGÃOS LOTE 3º DTO 2630-587 - SANTIAGO DOS VELHOS,2015-2-21
30878919135,318178824,Antônio Agra,930097087,R BADEN POWELL LOTE 1º DTO 2720-798 - AMADORA,1990-10-16
86151323240,514054978,Fátima Novo,939391501,CSL LAPÃO CASA GRANDE LOTE 1º DTO 2630-326 - ARRUDA DOS VINHOS,1979-2-20
55159206706,814846479,Janete Aveiro,966966200,R FORNO VELHO LOTE 1º ESQ 2580-084 - ALDEIA GALEGA DA MERCEANA,2013-7-19
83977127688,978156731,Adelino Marins,929165002,AV MOINHOS LOTE 2º ESQ 2610-120 - AMADORA,1974-9-12
57650183417,356306356,Ventura Leite,965079937,R S TOMAS AQUINO LOTE 2º ESQ 2650-103 - AMADORA,1931-7-10
23873146223,692604549,Fátima Valentim,957187679,CAM MUNICIPAL 1126 CASAL DA OLIVEIRA LOTE 1º DTO 2580-366 - ALENQUER,1953-5-11
73049320666,334912961,Laura Proença,987678396,R LATINO COELHO LOTE 2º ESQ 2700-515 - AMADORA,2017-7-7
63075966364,732450111,César Tomás,937224002,AV D JOSÉ I LOTE 1º ESQ 2720-176 - AMADORA,1925-6-4
96685770147,799657522,Balduíno Resendes,945650562,AV PADRE HIMALAIA LOTE 3º ESQ 2720-438 - AMADORA,2017-3-3
49546690062,704218322,Palmiro Alexandre,929370662,ESTR GIESTEIRA CASAL DIONISIO LOTE 1º ESQ 2630-241 - ARRUDA DOS VINHOS,1956-12-1
65967941369,574404251,Fradique Vidal,974197259,R VISC CHANCELEIROS LOTE 2º ESQ 2580-403 - VENTOSA ALQ,1996-6-4
91876417483,389384122,Romão Monteiro,929470692,BC CURRO LOTE 3º ESQ 2580-178 - MECA,1973-6-4
70447861012,268479687,Celeste Vale,977306865,R BOGALHOS LOTE 3º DTO 2580-260 - PEREIRO DE PALHACANA,1982-6-15
15934320711,801861116,Aurélia Sales,968996234,R PIO XII LOTE 2º ESQ 2700-657 - AMADORA,1951-12-2
35084618776,487203371,Marina Correia,948872996,R L LOTE 1º DTO 2700-168 - AMADORA,1966-8-7
49464994494,387856859,Ivone Leite,933791574,R 5 DE OUTUBRO LOTE 1º DTO 2700-197 - AMADORA,1949-9-25
41015024276,246625943,Márcia Tavares,943928429,TV ESPARGAL LOTE 3º DTO 2630-049 - ARRANHÓ,1954-10-9
93799822014,895344396,Ilzamar Coentrão,979097930,R BRANQUINHO DA FONSECA LOTE 1º DTO 2700-126 - AMADORA,2009-5-13
31720970273,173541284,Úrsula Abreu,921143251,LG GAVINHEIRA LOTE 1º DTO 2580-150 - CARNOTA,1997-2-25
20695232576,518107358,Abraão Costa,920111637,PCT JOÃO ÁLVARES FAGUNDES LOTE 1º DTO 2580-483 - CARREGADO,1952-4-27
43668471466,748167285,Faustino Pacheco,924077787,R CARVALHO ARAÚJO LOTE 1º ESQ 2720-086 - AMADORA,1936-11-10
47314992624,504586119,Silvina Neves,944895346,URB PARQUE NORTE LOTE 3º DTO 2580-588 - CARREGADO,1976-11-14
12508172493,496154665,Adelaide Sobral,954529390,TV ESCADINHAS LOTE 3º ESQ 2580-565 - ALENQUER,2017-4-23
33956000228,381637149,George Magalhães,920147623,R ARMEIROS LOTE 1º DTO 2580-171 - MECA,2020-9-24
71262405078,110141542,Jeremias Marins,940063055,AV AVIACAO PORTUGUESA LOTE RC 2720-059 - AMADORA,1934-4-25
87790140426,947189917,Aldina Dantas,926931759,R 1 DE DEZEMBRO LOTE 3º DTO 2630-585 - SANTIAGO DOS VELHOS,1935-1-15
25557516439,267745800,Clotilde AlvesdaSilva,987736326,R PROF MARIA JOSE JESUS MATOS LOTE 1º DTO 2580-647 - OLHALVO,1965-7-21
95294203394,735500931,Amanda Lopes,925215063,LG ROSSIO LOTE 3º ESQ 2580-149 - CARNOTA,1926-10-22
17280711921,946366246,Florbela Pacheco,932780204,URB DAS MARÉS LOTE 2º DTO 2580-067 - ABRIGADA,1976-5-11
85649838105,554022228,Dionísio Sodré,975372539,BC FRANCISCO CIPRIANO LOTE 2º DTO 2580-230 - OLHALVO,1936-11-12
41578005430,726384460,Bernarda Salgado,911678849,URB QUINTA DE SANTO ANTÓNIO LOTE 3º DTO 2580-381 - ALENQUER,1983-4-18
95261054590,753787173,Rosaura Frazão,921702790,EN 115 LOTE 2º DTO 2580-087 - ALDEIA GALEGA DA MERCEANA,1981-10-23
60329276784,368421224,Umbelina Soares,984112360,TV S MIGUEL LOTE 1º ESQ 2630-095 - ARRANHÓ,1958-2-28
19036092250,110601966,Tiago Soares,931572231,R EIRAS LOTE 3º ESQ 2580-117 - ABRIGADA,1940-3-27
81256816791,381909608,Leandra Domingues,940739452,R TERRA DO POÇO LOTE 2º ESQ 2630-594 - SANTIAGO DOS VELHOS,2005-11-28
24866907302,881856642,Trajano Maciel,913364613,URNANIZACAO DAS MARES LOTE RC 2580-067 - ABRIGADA,2011-11-9
84546171088,271515903,Clara Machado,945400076,R I LOTE 2º DTO 2700-168 - AMADORA,1930-6-5
88416944853,416646445,Lígia Neto,964826936,R CANDIDO REIS LOTE 3º DTO 2700-142 - AMADORA,1939-3-22
50148996654,482896629,Silvina Rosa,961561664,AV LARANJEIRAS LOTE 1º ESQ 2610-098 - AMADORA,1985-12-5
27041108862,853040089,Débora Caetano,980956659,R OLIVEIRAS LOTE 1º DTO 2700-875 - AMADORA,1979-11-26
43885234327,272090555,Dirce Chao,926320038,EN 115 LOTE 1º DTO 2580-131 - CADAFAIS,1960-3-24
68809457786,177477141,Aldo Cordeiro,964374597,R COMBATENTES LOTE 1º ESQ 2630-574 - SANTIAGO DOS VELHOS,1931-7-27
17629967479,944677793,Henrique Azevedo,951314730,CSL TOJAIS CASAL MONTE GODE 2 LOTE 3º DTO 2630-349 - ARRUDA DOS VINHOS,1983-12-25
24853777983,745568699,Joaquim Vinagre,943762519,R MUNICÍPIO LOTE 3º DTO 2650-174 - AMADORA,1929-3-23
66126855117,992924628,Aidinha Negreiros,947177526,R NOVA DO OPERÁRIO ANEXO 2 LOTE 2º ESQ 2650-168 - AMADORA,2009-1-4
22511223522,292788748,Brízida Vinagre,964558991,AV MARQUES DE POMBAL LOTE RC 2700-568 - AMADORA,1946-8-16
20707524672,229310381,Cândido Caetano,932367707,R HENRIQUE CAMPOS LOTE 2º ESQ 2700-802 - AMADORA,1931-3-8
38994647105,615547314,Miguel Jardim,918499276,R FERNÃO DE MAGALHÃES ANEXO DTO LOTE 1º ESQ 2650-258 - AMADORA,2004-7-24
46612487751,953437933,Inácio Oliva,932170528,URB QUINTA SOLAR CU LOTE 1º DTO 2580-463 - CARREGADO,2018-9-6
56047540591,674454284,Henriqueta Bernardino,914292931,CSL NOVO LOTE 3º DTO 2630-352 - ARRUDA DOS VINHOS,1961-1-11
20164777883,216582946,Orestes Zeferino,920835299,CSL PORTELA DO SOL LOTE 1º DTO 2580-433 - VILA VERDE DOS FRANCOS,1988-8-15
30832968082,987764582,Filomena Viegas,983015745,R QUINTA SERRA LOTE 1º DTO 2630-154 - ARRUDA DOS VINHOS,1976-11-4
60144470228,216539368,Cândida Chaves,930319315,R GRECIA QTA DO SALTO LOTE 3º DTO 2580-132 - CADAFAIS,1963-3-22
45381398398,162370021,Fátima Botelho,923413687,R ELIAS GARCIA LOTE 3º ESQ 2700-313 - AMADORA,1970-2-28
51505640821,342711999,Geraldina Gonsalves,924619479,R FONTE NOVA LOTE RC 2630-427 - CARDOSAS,1936-8-21
73770806342,902875102,Beatriz Vaz,940064628,R 17 SETEMBRO D LOTE RC 2700-233 - AMADORA,2005-10-22
70056244886,104938433,Querubina Brito,920520188,CSL ULMEIRADA LOTE 3º ESQ 2580-154 - CARNOTA,1924-9-16
67041226203,288263251,Elisabete Pascoal,978375423,R PRINCIPAL LOTE 1º ESQ 2580-157 - CARNOTA,1929-9-14
94482008994,530401475,Rodrigo Carmona,962090686,R CANO LOTE 1º DTO 2580-255 - PEREIRO DE PALHACANA,1992-5-14
84263089617,505514419,Vera Albernaz,987352812,R ALTO DO MOINHO LOTE 1º ESQ 2580-232 - OLHALVO,1929-8-11
63364448612,672528500,Danilo Sodré,952025244,R 25 DE ABRIL LOTE 3º ESQ 2630-263 - ARRUDA DOS VINHOS,1963-4-10
24358197420,626588162,Lázaro Lisboa,914094315,TV IGREJA LOTE 2º DTO 2580-557 - RIBAFRIA,1975-1-3
71960471806,286530101,Lurdes Ávila,962920505,TV PARREIRA LOTE 2º ESQ 2580-088 - ALDEIA GALEGA DA MERCEANA,1978-1-20
77006020420,634673838,Lucinda Agostinho,925734764,ESTR SERRA MIRA B LOTE 3º DTO 2700-779 - AMADORA,1981-12-17
85458663093,693554694,Bartolomeu PachecoPereira,944827508,QUINTINHA ROSEIRA BRAVA LOTE 2º DTO 2580-366 - ALENQUER,1963-11-14
93885989918,895116313,Gerard Dimas,958345034,R PADRE CRUZ LOTE 1º ESQ 2610-133 - AMADORA,1998-3-1
56053447125,764106142,Antônio Nogueira,974129974,R RAÚL BRANDÃO LOTE 3º DTO 2650-137 - AMADORA,1994-12-25
80990743047,786182253,Josefina Serrao,948507394,R ELIAS GARCIA LOTE 3º DTO 2700-335 - AMADORA,1980-2-7
82860770790,703492352,António Modesto,969239451,BC FRANCISEO MONTEIRO LOTE 2º ESQ 2580-230 - OLHALVO,1985-12-17
83169986830,817391937,Hermínio Neves,965145514,R SARG AJUDANTE MANUEL ANTÓNIO LOTE 3º ESQ 2720-356 - AMADORA,1948-8-13
32402891833,130806872,Genoveva Gameiro,976240323,R ARROTEIA LOTE RC 2580-008 - ABRIGADA,1946-1-13
53316800235,562375869,Ivo Pessoa,939319769,TV AMIGOS DE CARENQUE LOTE 2º ESQ 2700-053 - AMADORA,2006-9-4
63453925063,522815310,Carlota Carneiro,941576394,URB HORTA D EL REI LOTE 3º ESQ 2580-507 - CARREGADO,2020-5-12
35139376041,493367578,Fábia Neves,986569632,R DEODATA LAINS GRILO LOTE 2º ESQ 2580-131 - CADAFAIS,1947-12-6
90814101644,335435504,Zuleide Bonifacio,956494895,R 5 DE OUTUBRO LOTE 3º ESQ 2630-582 - SANTIAGO DOS VELHOS,1938-1-28
27591556855,398320180,Georgette Diniz,918379226,R PRINCIPAL LOTE 2º DTO 2630-011 - ARRANHÓ,1993-4-16
64462029846,662940629,Abraão Abrantes,979062279,R VALINHOS LOTE 3º DTO 2580-089 - ALDEIA GALEGA DA MERCEANA,1942-5-5
72333681448,191359793,Fausta Organista,927875720,R AFONSO ORNELAS LOTE 1º DTO 2700-430 - AMADORA,2009-1-18
41433440822,655743008,Silvino Oliva,966643039,R BERNARDIM RIBEIRO LOTE 2º DTO 2700-111 - AMADORA,1942-2-18
94708299831,818502719,Tobias Cardoso,955545075,LAPADUÇOS LOTE 2º ESQ 2580-436 - VILA VERDE DOS FRANCOS,1942-4-16
20090219894,394531193,Helena Salomão,930373825,TV PARAQUEDISTA LOTE 3º DTO 2630-098 - ARRANHÓ,1977-10-21
39937203217,631562399,Raquel Teles,976870301,R SOCIEDADE FILARMONICA OLHALVENSE LOTE 1º ESQ 2580-223 - OLHALVO,1924-5-13
56616015316,700857620,Vera Brasil,969832745,R ASSOCIAÇÃO LOTE 1º DTO 2610-024 - AMADORA,1937-12-23
72435478505,501393269,George Simões,949956510,TV CESARIO LOTE 3º ESQ 2580-152 - CARNOTA,2014-1-6
90947928255,375829208,Prímio Barreiros,942925108,R PATRICIO LOTE 3º DTO 2580-575 - ALENQUER,1940-6-14
98793589400,423488791,Paulino Veiga,975518994,R FONTE LOTE 1º ESQ 2630-300 - ARRUDA DOS VINHOS,1928-10-28
37975121136,845492319,Isaura Siqueira,928902482,AV ALEXANDRE SALLES LOTE 1º ESQ 2720-010 - AMADORA,1964-9-21
39151497362,242463570,Eurico Mateus,964536936,R 10 DE JUNHO LOTE 3º DTO 2630-583 - SANTIAGO DOS VELHOS,1927-7-2
24101682917,738108590,Fabiano Figueiredo,973901188,R BARTOLOMEU DIAS LOTE RC 2700-815 - AMADORA,1970-4-18
89434035104,380630397,André Ventura,988114181,ESTR GIESTEIRA QTA DA CARRASQUEIRA LOTE 1º DTO 2630-241 - ARRUDA DOS VINHOS,1982-10-8
96751005604,493893924,Belarmino Conceição,957869747,R B DA URBANIZAÇÃO VALE QUENTE LOTE 2º ESQ 2630-219 - ARRUDA DOS VINHOS,2014-12-22
55451032895,334426885,Laurel Cavaleiro,942813875,CSL VENTOSO LOTE 1º DTO 2580-356 - ALENQUER,1983-10-2
33778772649,680609980,Valério Barata,981461165,R PICAO LOTE 3º DTO 2580-087 - ALDEIA GALEGA DA MERCEANA,1991-3-21
66339599777,420536412,Lauro Marinho,913702688,R AUGUSTO ANTONIO POREM LOTE RC 2580-381 - ALENQUER,2017-9-24
